LUID	Date	Hour	Instances
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	16	197
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	17	203
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	18	181
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	19	182
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	20	160
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	21	166
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	22	141
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-25	23	193
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	0	176
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	1	66
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	17	1
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	18	145
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	19	142
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	20	130
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	21	25
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	22	33
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-26	23	20
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	0	61
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	1	25
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	2	175
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	3	19
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	6	182
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	7	204
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	8	79
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	20	75
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	21	149
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	22	199
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-27	23	135
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-28	0	138
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-28	1	180
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-28	2	179
a8676be8e50777c747c32f9d94caea0a39aef76e44cd2f2b20970acf95c9d917	2018-04-28	3	13
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	11	46
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	12	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	14	90
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	15	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	16	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	17	119
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	18	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	19	117
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	20	118
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	21	117
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	22	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-24	23	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	0	118
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	1	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	2	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	3	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	4	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	5	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	6	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	7	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	8	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	9	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	10	118
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	11	114
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	12	119
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	13	118
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	14	118
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	15	114
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	16	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	17	117
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	18	116
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	19	118
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	20	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	21	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	22	119
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-25	23	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-26	0	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-26	1	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-26	2	120
a86ea227b6c4bb44a4776d41540814296a34826a4db5937d5d8608f11e19935d	2018-01-26	3	120
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-11-27	18	15
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-11-29	22	2
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-11-29	23	119
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-11-30	0	120
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-11-30	1	33
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-12-04	8	1
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-12-12	9	10
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-12-12	10	4
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2017-12-15	23	3
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-01-24	8	7
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-01-29	15	29
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-01-29	16	17
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-01-29	17	120
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-01-29	18	120
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-01-29	19	120
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-01-29	20	29
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-02-16	10	79
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-02-16	11	4
a8c177a70cdf77ac8fed998511de70a13f8fe8b41f5c71a9cd5c5463cf5901f2	2018-03-25	14	35
aa148e026ed061b1649b5e408bd32b44a0746f05eb64b8f8bc66706e30043628	2017-11-07	12	41
aa148e026ed061b1649b5e408bd32b44a0746f05eb64b8f8bc66706e30043628	2017-11-07	13	40
aa148e026ed061b1649b5e408bd32b44a0746f05eb64b8f8bc66706e30043628	2017-11-07	15	5
aa148e026ed061b1649b5e408bd32b44a0746f05eb64b8f8bc66706e30043628	2017-11-15	6	1
aa148e026ed061b1649b5e408bd32b44a0746f05eb64b8f8bc66706e30043628	2017-11-16	12	49
aa148e026ed061b1649b5e408bd32b44a0746f05eb64b8f8bc66706e30043628	2017-11-16	13	3
ac58d637beea6670d5312acd5f2a2810a687adebd0660792c1e89d5c60513c86	2017-12-07	16	6
ad2e60648fea8122d5986efe3f2def71a175baea41dfeb47d0bc51c56302e942	2017-11-21	13	41
ad2e60648fea8122d5986efe3f2def71a175baea41dfeb47d0bc51c56302e942	2017-11-21	14	240
ad2e60648fea8122d5986efe3f2def71a175baea41dfeb47d0bc51c56302e942	2017-11-21	15	134
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	15	9
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	16	115
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	17	114
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	18	107
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	19	110
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	20	97
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	21	100
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	22	124
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-24	23	125
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	0	128
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	1	165
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	2	176
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	3	172
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	4	175
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	5	145
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	6	166
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	7	120
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	8	130
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	9	143
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	10	106
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	11	148
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	12	102
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	13	109
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	14	145
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	15	146
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	16	163
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	17	155
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	18	158
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	19	101
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	20	105
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	21	108
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	22	148
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-25	23	116
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	0	119
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	1	156
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	2	156
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	3	146
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	4	137
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	5	122
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	6	130
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	7	112
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	8	136
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	9	134
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	10	180
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	11	169
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	12	107
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	13	113
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	14	122
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	15	109
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	16	118
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	17	70
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	18	74
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	19	18
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	21	77
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-01-26	22	39
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-07	20	104
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-07	21	138
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-07	22	116
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-07	23	121
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	0	140
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	1	150
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	2	166
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	3	166
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	4	135
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	5	153
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	6	127
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	7	130
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	8	173
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	9	154
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	10	132
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	11	88
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	12	132
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	13	111
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	14	129
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	15	158
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	16	147
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	17	132
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	18	115
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	19	115
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	20	120
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	21	121
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	22	131
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-08	23	119
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	0	115
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	1	129
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	2	122
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	3	153
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	4	138
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	5	166
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	6	125
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	7	149
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	8	163
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	9	147
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	10	137
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	11	150
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	12	122
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	13	91
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	14	162
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	15	147
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	16	109
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	17	158
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	18	161
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	19	102
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	20	72
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	21	32
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	22	14
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-09	23	42
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	0	36
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	1	13
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	2	48
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	11	29
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	12	42
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	13	13
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	15	24
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	17	34
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-02-10	22	47
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-03-05	10	31
ad32b303393eb1c788e421f0a8d695afdac4d48f8ccb935a065ebfeabebfa97a	2018-03-05	11	61
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-28	19	12
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-28	20	34
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-28	21	2
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	0	5
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	3	1
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	7	1
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	9	5
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	10	6
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	11	2
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	12	10
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	13	22
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	14	2
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	17	6
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	18	1
ad32e16d29ebea6443527c2197d8dfc0d87a9fe1a86778b8d0c91e1fac4dd70f	2018-11-29	19	1
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-01	17	118
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-01	18	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-01	19	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-01	20	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-01	21	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-01	22	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-01	23	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	0	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	1	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	2	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	3	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	4	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	5	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	6	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	7	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	8	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	9	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	10	240
ad8666d4c96e6e696d202b396f68cb251127b4b7438aaf1138afb83008f940b0	2018-12-02	11	172
ad8d48441b75419ca1dae309e6eb9ca582f2c2d194fde3373ef785d2748e5d3c	2018-02-27	17	100
ad8d48441b75419ca1dae309e6eb9ca582f2c2d194fde3373ef785d2748e5d3c	2018-02-28	8	1
ad8d48441b75419ca1dae309e6eb9ca582f2c2d194fde3373ef785d2748e5d3c	2018-02-28	9	120
ad8d48441b75419ca1dae309e6eb9ca582f2c2d194fde3373ef785d2748e5d3c	2018-02-28	10	111
